reviewId,userName,content,score,thumbsUpCount,appVersion,at
gp_7127924323,mia_736,So good 😍,4,7,4.1.2,28/07/2026 05:49
gp_8864273619,Yuki N.,friday night ramen sorted in about 34 minutes. 10/10.,5,3,4.1.0,22/08/2026 03:31
gp_5240171398,aisha.t,Ugh. great app 👍,4,3,4.2.0,08/09/2026 00:11
gp_7577758719,leo1998,Sakura cancelled my order after 30 minutes of waiting. Third time this month.,2,0,4.2.1,10/09/2026 16:57
gp_2398386702,theo.e,The reorder button is genius Love the app otherwise.,5,0,4.2.0,06/09/2026 19:40
gp_5002418991,mateo_v60,The promo codes are generous and actually work for me.,4,15,4.1.2,27/08/2026 09:33
gp_8178917089,harry674,order was 90 minutes late with no updates. Won't be ordering again.,2,7,4.2.0,04/09/2026 08:06
gp_6978088719,kai_p69,my go-to app for friday night takeaways 🍕,4,15,4.1.0,30/07/2026 23:51
gp_5224953463,ruby.f,"Easy to use even for my mum, which says a lot.",5,1,4.1.2,16/08/2026 11:36
gp_9379046000,Grace K.,Where do I find my receipts?,3,2,4.1.2,30/08/2026 02:34
gp_3482851021,fatima1990,Got half my order. Support gave me a £2 credit. Insulting. Do better Please look into it.,1,3,4.0.3,08/07/2026 15:13
gp_6145199510,josh_297,Delivery drivers are always friendly. Great app,4,1,4.0.4,17/06/2026 13:03
gp_8811260003,chloex117,"Right. average. Nothing special, nothing terrible 😤",3,1,4.0.3,05/07/2026 05:49
gp_1464261022,rob_s63,found green bowl on here and it's now our regular. big fan.,4,3,4.1.0,26/07/2026 00:28
gp_8179977004,Mia R.,Why is petrol so expensive lol,5,7,4.0.4,09/07/2026 02:57
gp_5848600725,hannah_w52,ordered ramen for the whole family yesterday. great selection round here.,4,3,4.0.4,27/06/2026 17:54
gp_4984941354,oliver.w,18 orders in and not a single problem... Five stars 😤,5,1,4.2.0,03/09/2026 05:50
gp_6947759509,anna_477,31 orders in and not a single problem. Never lets me down.,5,15,4.1.2,30/07/2026 06:02
gp_1486730435,alfie_93,Do you deliver to Manchester yet?,4,0,4.1.2,10/08/2026 06:12
gp_2365156051,sam_671,"Five stars, no notes !!",5,1,4.1.2,24/08/2026 17:33
gp_8925581202,anna1984,Found Golden Dragon on here and it's now our regular. Exactly what a delivery app should be Thx,4,0,4.1.2,30/08/2026 18:54
gp_6382393124,George K.,Found Taco Loco on here and it's now our regular. Cheaper than the others too.,4,1,4.0.4,24/06/2026 15:24
gp_7314935952,mayax878,Is there a family account option?,3,0,4.1.2,29/08/2026 14:41
gp_5319946029,finn_b43,Can we get a way to split the cost with the people I'm ordering with?,5,1,4.1.2,29/08/2026 10:09
gp_3532927334,max1986,Just works. Love the live tracking.,5,1,4.1.0,22/07/2026 21:04
gp_3217381330,Ivy L.,Curry Leaf through this app last night. 32 minutes door to door. Keep it up.,4,0,4.1.2,24/07/2026 08:59
gp_5762472237,Maya O.,Delivery was early! Food was hot. Perfect Thanks.,5,0,4.1.2,19/08/2026 16:36
gp_1067604757,amara_e33,Right. The reorder button is genius.,5,2,4.0.3,21/06/2026 08:54
gp_5049230903,sam189,"Hey team, love it",4,0,4.0.4,10/07/2026 16:22
gp_9596535117,sofia.e,Can I order for pickup instead of delivery?,4,2,4.1.0,21/07/2026 12:05
gp_7299879571,jake_h96,Cheaper than the other apps and better restaurants.,5,2,4.0.3,03/07/2026 18:54
gp_3195475289,ben2001,Ordered kebab from Bao House after work and it arrived in 24 minutes. Cheaper than the others too Love the app otherwise.,4,0,4.1.2,16/08/2026 13:59
gp_6123304685,Ninax B.,"Quick one: quick burgers at lunch, arrived early. Exactly what a delivery app should be Please look into it.",4,0,4.1.2,28/08/2026 21:55
gp_4221785662,aaronx389,"A shareable cart link would make this the best delivery app, hands down.",4,3,4.0.4,10/07/2026 18:25
gp_7816166316,marcus_i69,Been using PapaEats for 8 months now. Zero complaints.,5,1,4.0.3,01/07/2026 03:24
gp_1579979411,alfie_c57,The one thing missing is group orders. Everything else is great.,4,1,4.1.2,03/08/2026 11:50
gp_8775667111,Callum A.,Quick one: ordered thai for the whole family after work. 10/10.,5,0,4.1.2,30/07/2026 06:07
gp_7618064736,ruby1982,"hi, great app 👍",4,1,4.0.3,11/07/2026 10:55
gp_3901958311,Ethan L.,Friday night vegan bowls sorted in about 40 minutes. Driver was lovely.,4,2,4.1.0,23/08/2026 13:20
gp_3289000429,Ivyx F.,Found Bao House on here and it's now our regular. Five stars.,5,0,4.1.2,07/08/2026 11:41
gp_5977178226,priya1989,Ugh. ordered burgers for the whole family last night. Reordering is two taps.,5,2,4.0.4,18/06/2026 12:09
gp_9313972765,theo.k,"Just so you know, Been using PapaEats for 4 months now. Reordering is two taps Thx",5,3,4.1.2,07/08/2026 10:01
gp_1636394043,aisha_b23,Ordered ramen from Souvlaki Bros last night and it arrived in 20 minutes. Never lets me down.,5,2,4.1.2,29/08/2026 01:58
gp_3072288302,theo1981,26 orders in and not a single problem. Food was hot. Perfect.,5,0,4.0.4,17/07/2026 00:16
gp_3065720902,Fatima M.,ugh. sakura through this app last night. 32 minutes door to door. food was hot. perfect.,4,0,4.0.3,28/06/2026 09:54
gp_6012217942,mia_n75,Double notifications for everything. Annoying,1,15,4.0.3,22/06/2026 02:08
gp_3838554796,freya_k53,"Can't log in, verification code never comes.",3,15,4.0.3,29/06/2026 20:14
gp_8039736903,ravi1994,It's fine. Does the job.,3,3,4.1.2,20/07/2026 09:42
gp_8496100742,kenji_j46,Check out my restaurant review channel!!! link in bio,5,1,4.1.0,28/08/2026 03:53
gp_3684214146,Jake M.,"So, Friday night chinese sorted in about 27 minutes. Driver was lovely.",4,2,4.1.2,30/08/2026 14:29
gp_4129031255,adam1990,Easy peasy.,4,1,4.2.0,04/09/2026 20:08
gp_9459938422,jess2004,love it,5,3,4.1.0,18/08/2026 12:32
gp_9324007332,hannah_c13,how to change phone number 😩,3,3,4.1.2,12/08/2026 20:16
gp_1331353128,Luke N.,Food was cold and the drink was missing. Not impressed.,1,2,4.2.0,03/09/2026 14:47
gp_2272761318,arjun_s58,Quick one: We order as a house of 6. A group cart would save us so much hassle !!,3,0,4.2.1,08/09/2026 12:18
gp_9376281767,ben_n62,10/10 would recommend Sort it please.,5,15,4.1.2,22/07/2026 23:05
gp_9595569001,dan_861,Ugh. Delivery was early! Food was hot. Perfect.,5,15,4.1.0,29/08/2026 12:28
gp_8417966772,hugo2003,Got half my order. Support gave me a £2 credit. Insulting. Refund please.,2,3,4.2.0,01/09/2026 18:15
gp_9329871034,luke1989,Driver was rude and basically threw the bag at the door.,3,15,4.1.2,30/07/2026 05:04
gp_9492935196,pierre1998,Not sure if anyone reads these but friday night pasta sorted in about 25 minutes. Love it.,5,7,4.1.2,30/08/2026 13:03
gp_9132721179,finn1998,Service fee plus delivery fee plus small order fee. It's getting silly. Refund please.,5,0,4.1.2,03/08/2026 16:14
gp_5042045188,adam2005,Notifications come through twice on Android.,2,0,4.2.0,09/09/2026 05:01
gp_2107360839,Nina F.,Service fee plus delivery fee plus small order fee. It's getting silly. Come on Love the app otherwise.,3,2,4.0.3,30/06/2026 07:06
gp_1837343916,Gary E.,Red icon > orange icon. Thank you for coming to my TED talk.,1,0,4.1.2,27/07/2026 09:00
gp_9938055806,keira_t8,WIN A FREE MEAL every day at papa-eats-prizes dot com,3,2,4.0.3,24/06/2026 13:00
gp_9304024657,Layla P.,Been using PapaEats for 11 months now. Exactly what a delivery app should be,5,2,4.0.4,12/07/2026 11:29
gp_6063706086,Kai Z.,The restaurant's own website is cheaper.,3,15,4.2.0,06/09/2026 23:02
gp_2863756160,ivy_d64,Fast delivery and teh app never crashes. Keep it up.,5,0,4.2.0,03/09/2026 17:57
gp_2027857949,anna_b20,Been using PapaEats for 8 months now. Great selection round here.,4,7,4.1.0,31/08/2026 08:26
gp_2788111806,mateo_n19,"Hi, So many restaurants near me that I didn't know existed 😩",5,3,4.0.4,15/07/2026 12:39
gp_9498647935,Yuki I.,"Right. quick pho yesterday, arrived early. Best delivery app I've used Anyone else?",5,1,4.2.0,04/09/2026 07:58
gp_3853545939,Zara O.,Quick one: Been using PapaEats for 13 months now. So easy 😤,5,3,4.2.1,11/09/2026 19:08
gp_1439195248,mateox334,Driver was rude and basically threw the bag at the door. Refund please.,2,0,4.1.2,28/08/2026 07:17
gp_2498421499,Zara W.,3 stars. Delivery fees add up.,3,0,4.1.0,23/08/2026 07:20
gp_7763189846,tom_m81,right. ordered vegan bowls for the whole family after work. driver was lovely cheers.,4,15,4.1.2,14/08/2026 06:01
gp_9597112583,George S.,amazing. thank you.,5,7,4.2.1,12/09/2026 17:19
gp_7562462756,kai_w59,"Hi, found Bao House on here and it's now our regular. The scheduled delivery thing is genius for the office",4,15,4.2.0,07/09/2026 08:39
gp_2178064382,adam1985,"Honestly, been using PapaEats for 14 months now. Best delivery app I've used.",4,3,4.1.2,12/08/2026 10:55
gp_2539612479,anya_i71,Been using PapaEats for 12 months now. The tracking is spot on.,5,3,4.1.2,12/08/2026 19:45
gp_1025626443,Max P.,Better than the big apps for my area. Way more choice.,4,2,4.1.0,27/08/2026 16:50
gp_9269565014,Omar J.,Would love to be able to send a link so friends can add their own items to one order.,4,2,4.1.2,16/08/2026 03:28
gp_6007703937,Keira O.,"honestly, delivery took over an hour and the fries was freezing. come on love the app otherwise.",2,15,4.2.0,06/09/2026 12:55
gp_6192036449,zarax241,FYI Good enough...,3,2,4.1.2,16/08/2026 09:21
gp_4102810266,tara.h,Good app but the service fee keeps creeping up...,3,2,4.1.0,13/08/2026 22:57
gp_4333935114,jake_949,Driver left the food at the wrong building. Third time this month 😩,2,0,4.2.0,31/08/2026 23:53
gp_9047865586,Ethan R.,The app is so smooth. Reordering my usual takes two taps,5,0,4.0.4,08/07/2026 17:18
gp_4630366255,Arjun C.,Amazing. Thank you 😤,4,0,4.0.3,26/06/2026 19:07
gp_8918915082,emma1989,ordered thai from The Pie Shop for teh match and it arrived in 20 minutes. Brilliant.,4,1,4.0.3,20/06/2026 13:49
gp_5080828464,Ma S.,ordered indian for the whole family at lunch. 10/10.,5,7,4.0.3,25/06/2026 02:14
gp_8691227760,hannah_556,Found Pho 24 on here and it's now our regular. 10/10.,5,0,4.1.2,01/08/2026 01:28
gp_7772185016,Emma J.,So good 😍,5,0,4.1.0,14/08/2026 15:49
gp_5483279420,lucia2004,Why is the service fee different at different restaurants?,3,15,4.1.2,10/08/2026 01:35
gp_4608057383,oliver1985,Good app but the service fee keeps creeping up.,3,15,4.0.4,15/07/2026 02:33
gp_8298372610,amarax576,"Quick sushi at lunch, arrived early... Five stars 😤",5,0,4.1.2,24/07/2026 05:36
gp_8022714246,gary_the_great,Every time I open my phone the orange icon annoys me.,1,0,4.1.2,30/08/2026 09:00
gp_8668985516,diego_804,Got half my order. Support gave me a £2 credit. Insulting. Do better.,1,0,4.2.0,06/09/2026 20:38
gp_5959440463,kenjix537,Friday night pasta sorted in about 36 minutes. Driver was lovely.,5,0,4.0.4,27/06/2026 08:30
gp_6512507057,callum1995,wing Kings through this app for the match. 18 minutes door to door. Zero complaints.,5,15,4.1.0,12/08/2026 12:41
gp_3189571772,Ben P.,The favourites feature is handy. Great app.,5,0,4.0.4,07/07/2026 04:31
gp_2390942629,alfie2000,Order confirmation never arrives but the money is gone. This started with the new version.,2,9,4.2.1,13/09/2026 14:43
gp_5467165521,yasmin_w20,Waited 85 minutes then got a 'restaurant is busy' cancellation.,1,1,4.2.0,06/09/2026 08:10
gp_9188155931,Dan S.,Can I tip after delivery?,3,2,4.1.2,21/08/2026 05:08
gp_9359149818,fatima1985,The app is so smooth. Reordering my usual takes two taps 😩,5,7,4.0.4,17/07/2026 22:49
gp_6311757032,Ben A.,Right. nonna's through this app yesterday. 22 minutes door to door. Big fan.,5,0,4.0.3,13/07/2026 22:30
gp_8513391357,yasmin.c,Fine for what it is.,3,3,4.1.2,24/08/2026 11:59
gp_1233419410,alfie1995,Fast delivery and the app never crashes. Keep it up Please look into it.,4,7,4.2.0,09/09/2026 19:47
gp_7227060331,alfie_r80,ordered pizza for the whole family after work. driver was lovely 😩,5,0,4.0.4,23/06/2026 00:52
gp_9658975002,lukas_f43,"Quick greek for movie night, arrived early. Never lets me down Cheers.",5,3,4.1.2,28/07/2026 15:23
gp_3385098306,amelia_c31,Not bad. Wish there were more restaurants in my area.,3,0,4.2.1,12/09/2026 23:21
gp_9498684279,amara_a74,Works well most of the time.,3,0,4.2.0,08/09/2026 19:26
gp_7309628819,tom.f,Service fee plus delivery fee plus small order fee. It's getting silly. Won't be ordering again.,1,1,4.1.0,29/07/2026 14:46
gp_5653344616,mia2005,my go-to app for friday night takeaways 🍕,5,0,4.0.3,21/06/2026 04:39
gp_7413081635,Freya C.,Ordered tacos for the whole family on Friday. Cheaper than the others too,5,3,4.2.0,07/09/2026 05:23
gp_5862104011,Aaron B.,the pay button is greyed out after i enter my card. cant order anything,3,15,4.2.0,13/09/2026 21:06
gp_5929404276,arjun_d49,Sign in code not being sent. Stuck on the login screen.,1,3,4.1.2,30/07/2026 09:51
gp_5205878930,kenji_636,Friday night tacos sorted in about 20 minutes. Keep it up.,4,1,4.0.4,18/07/2026 10:27
gp_4187186181,Meera R.,"Quick greek for the match, arrived early. Simple, fast, reliable.",4,3,4.0.4,26/06/2026 12:46
gp_2663042309,camille1998,How do I turn off marketing emails?,3,7,4.2.0,31/08/2026 21:49
gp_9633939037,finn1982,love it,5,0,4.1.2,02/08/2026 09:56
gp_6598321041,aisha1980,Does the app work abroad?,4,0,4.0.3,19/07/2026 07:08
gp_8471840923,tarax300,Ugh. Ordered kebab from Sakura for movie night and it arrived in 28 minutes. Big fan,5,0,4.1.2,13/08/2026 03:32
gp_5333929422,Adam T.,So many restaurants near me that I didn't know existed Please look into it.,4,7,4.0.4,09/07/2026 15:43
gp_8386518817,anna1986,Customer support sorted my missing item in five minutes. Impressed.,5,3,4.0.4,14/07/2026 00:52
gp_4441714914,Luke N.,Can I tip after delivery?,3,15,4.1.0,24/08/2026 08:17
gp_5706984127,george_t12,"Just so you know, Amazing. Thank you.",5,7,4.1.2,02/08/2026 16:03
gp_5909059777,callum135,20 orders in and not a single problem. Love it.,5,0,4.1.2,27/08/2026 04:39
gp_2373259143,hugo.t,👍👍👍👍👍👍👍👍,3,3,4.1.2,24/07/2026 04:20
gp_7914775523,pierre1996,Friday night thai sorted in about 26 minutes. Never lets me down.,5,0,4.0.3,21/06/2026 18:16
gp_8618329171,george1981,"FYI quick, reliable, great support when something goes wrong.",4,0,4.0.3,18/07/2026 16:35
gp_9125997683,rob_p30,"Honestly, Quick thai for the match, arrived early. Keep it up.",4,7,4.0.4,01/07/2026 12:40
gp_1706906069,elena2001,ordered pizza for the whole family on Sunday. Exactly what a delivery app should be.,5,0,4.1.2,28/07/2026 11:26
gp_9330726949,zara_b88,Ordered burgers for the whole family for movie night. Exactly what a delivery app should be !!,4,15,4.0.3,15/07/2026 21:57
gp_8097870820,Arjunx G.,"So, so good 😍",5,7,4.1.2,20/08/2026 17:09
gp_6671464156,lukas_v12,Right. Been using PapaEats for 2 months now. Cheaper than teh others too.,5,0,4.0.4,15/06/2026 02:00
gp_2121168114,lukas_p82,Bao House sent the wrong dish and nobody answers the chat !!,1,3,4.2.0,05/09/2026 11:38
gp_5176259794,gary_the_great,Can we vote on the icon? Orange is a mistake.,1,3,4.1.2,23/07/2026 09:00
gp_8314216420,kai_w3,"Hey team, Fries were stone cold and the burger was squashed. Do better.",1,7,4.2.1,08/09/2026 10:43
gp_6494339981,chloe1988,Driver was rude and basically threw teh bag at the door. Not impressed.,1,2,4.2.0,04/09/2026 20:46
gp_2493388247,lucia_v61,Right. Green Bowl through this app for the match. 39 minutes door to door. So easy.,5,3,4.1.2,11/08/2026 22:14
gp_9555855142,lucia449,yum,5,0,4.0.3,27/06/2026 12:22
gp_6443346700,Grace P.,Ordered pizza from Souvlaki Bros for the match and it arrived in 20 minutes. Zero complaints.,5,0,4.0.4,15/07/2026 20:52
gp_6434157374,diegox272,"payment failed error every single time at checkout since the update. restarted phone, reinstalled, nothing.",2,22,4.2.0,05/09/2026 13:31
gp_4142948375,leo.m,Been using PapaEats for 8 months now. Never lets me down.,5,0,4.0.3,01/07/2026 17:46
gp_6817201805,Sam R.,The favourites feature is handy. Great app,5,0,4.0.3,19/07/2026 20:00
gp_7060050480,ella1998,Customer support sorted my missing item in five minutes. Impressed.,4,15,4.1.0,17/08/2026 11:19
gp_5238773654,Omar C.,Driver left teh food at the wrong building. Not impressed,3,0,4.1.2,17/08/2026 12:46
gp_6929978222,Dan N.,found Taco Loco on here and it's now our regular. Reordering is two taps.,4,2,4.1.0,10/08/2026 21:11
gp_2581467360,priya1980,delivery was early! Food was hot. Perfect,5,3,4.0.4,26/06/2026 03:24
gp_3638431920,Callum E.,friday night ramen sorted in about 30 minutes. food was hot. perfect.,4,1,4.2.0,08/09/2026 07:03
gp_5272861294,diego_m48,Found Istanbul Grill on here and it's now our regular. Best delivery app I've used.,4,7,4.0.4,15/07/2026 16:57
gp_8350402056,ravi.p,yum Anyone else?,4,3,4.0.3,21/06/2026 00:13
gp_6843483605,lukas_p82,Amazing. Thank you Sort it please.,5,0,4.1.2,26/07/2026 06:37
gp_1798020960,priya_b44,Order was 91 minutes late with no updates. Not impressed.,1,0,4.1.2,15/08/2026 21:52
gp_9023516892,nadia155,27 orders in and not a single problem. Great selection round here.,5,0,4.0.3,18/07/2026 11:22
gp_5951736515,Emma A.,Works well most of the time.,3,2,4.1.0,01/08/2026 08:54
gp_2049716965,omar_703,"hi, quick poke last night, arrived early. food was hot. perfect.",5,7,4.0.4,19/06/2026 09:37
gp_5318924429,Theo Z.,Delivery drivers are always friendly. Great app,5,0,4.1.2,27/08/2026 06:21
gp_7083448290,anya1983,Ordered pho from Istanbul Grill on Sunday and it arrived in 31 minutes... Zero complaints.,5,2,4.0.4,11/07/2026 02:57
gp_4038122026,yasmin.c,Sakura sent the wrong dish and nobody answers the chat. Do better Sort it please.,3,15,4.2.0,04/09/2026 23:09
gp_1904497739,max.h,Ordered vegan bowls for the whole family at lunch. Great selection round here.,4,15,4.1.0,20/08/2026 12:59
gp_4222950101,finn_e28,Check out my restaurant review channel!!! link in bio,5,0,4.0.4,12/07/2026 02:43
gp_7411689197,kai_w59,Ordered vegan bowls for the whole family on Sunday... The tracking is spot on.,5,15,4.1.2,08/08/2026 02:23
gp_1059710545,oliver1996,Friday night sushi sorted in about 20 minutes. Driver was lovely.,5,15,4.1.2,27/08/2026 16:22
gp_9076448114,will_j40,Check out my restaurant review channel!!! link in bio,5,7,4.0.4,07/07/2026 23:30
gp_4617344013,louis1989,Cheaper than the other apps and better restaurants.,5,0,4.2.1,08/09/2026 15:38
gp_1419807848,lucia1990,better than the big apps for my area. way more choice thanks.,5,0,4.0.4,30/06/2026 20:21
gp_4750051721,nadia1995,Waited 67 minutes then got a 'restaurant is busy' cancellation 😩,5,0,4.1.2,18/08/2026 18:43
gp_5930689539,hugox423,Ordered thai for the whole family for movie night. Would recommend.,5,0,4.1.2,20/08/2026 09:28
gp_1316333823,jess_h92,Can I pay with PayPal? !!,5,0,4.1.0,14/08/2026 10:56
gp_5615457590,ethan1985,The reorder button is genius.,4,0,4.1.2,23/08/2026 22:37
gp_9439288650,ruby_m74,Ordered fried chicken from Burger Barn on Friday and it arrived in 29 minutes. Brilliant.,5,2,4.1.0,13/08/2026 13:37
gp_2777100457,Pierre P.,34 orders in and not a single problem. Never lets me down,5,15,4.1.2,31/07/2026 21:06
gp_2912569834,will_j60,Bao House through this app for the match. 21 minutes door to door. Great selection round here.,4,1,4.1.2,25/08/2026 05:14
gp_4352046595,Arjun I.,hello,5,15,4.1.2,25/08/2026 19:12
gp_7951306676,Alfie V.,10/10 would recommend.,5,15,4.0.4,25/06/2026 16:43
gp_9699721265,arjunx308,Better than the big apps for my area. Way more choice.,5,0,4.1.2,28/07/2026 01:55
gp_4016562299,ruby_b98,Ordered pho from Wing Kings on Sunday and it arrived in 37 minutes. Reordering is two taps.,5,0,4.1.0,02/08/2026 06:43
gp_6372734694,amara_o23,So many restaurants near me that I didn't know existed.,4,0,4.0.3,09/07/2026 04:58
gp_1648733003,dan1990,"Friday night pizza sorted in about 34 minutes. Simple, fast, reliable.",5,15,4.1.0,28/08/2026 03:46
gp_6925054827,priya_b44,"Quick ramen last night, arrived early. 10/10.",5,15,4.2.0,31/08/2026 09:46
gp_1529617758,elena.h,"Ugh. Quick, reliable, great support when something goes wrong.",5,1,4.2.0,01/09/2026 10:22
gp_9641580459,Zara Z.,so many restaurants near me that I didn't know existed Love the app otherwise.,5,1,4.2.1,12/09/2026 09:28
gp_8609673166,george2000,"So, Bao House through this app after work. 29 minutes door to door. The scheduled delivery thing is genius for the office.",4,3,4.1.0,12/08/2026 16:11
gp_6329872980,freya_h71,Ordered tacos from Golden Dragon yesterday and it arrived in 36 minutes. Reordering is two taps.,4,3,4.1.2,28/08/2026 18:42
gp_9812156518,Tara C.,"Hi, Ordered tacos for the whole family at lunch. Driver was lovely.",4,0,4.1.2,21/07/2026 09:45
gp_2675330900,Elena D.,10/10 would recommend.,5,0,4.1.2,25/07/2026 22:38
gp_4266687358,yuki665,The Pie Shop cancelled my order after 30 minutes of waiting.,2,0,4.2.1,09/09/2026 18:25
gp_2244218045,Leo I.,Amazing. Thank you.,5,0,4.1.2,26/08/2026 22:14
gp_3010457133,luke_p94,"Hey team, The scheduled delivery feature is brilliant for office lunches.",5,3,4.0.4,01/07/2026 01:41
gp_6142546170,mateo_s49,So many restaurants near me that I didn't know existed.,5,15,4.1.2,16/08/2026 09:01
gp_9498647935,Yuki I.,"Right. quick pho yesterday, arrived early. Best delivery app I've used Anyone else?",5,1,4.2.0,04/09/2026 07:58
gp_8113629894,Rosa M.,32 orders in and not a single problem. 10/10.,5,15,4.0.3,18/06/2026 01:10
gp_4706545818,tom_h65,Update ke baad payment nahi ho raha. Place order dabate hi error aata hai.,2,31,4.2.1,08/09/2026 19:38
gp_3447781366,mateo_l72,Food arrived cold. 65 minutes for a 20 minute delivery. Third time this month.,3,2,4.2.0,05/09/2026 03:40
gp_3574636872,freya543,Cheaper than the other apps and better restaurants !!,5,3,4.0.4,15/06/2026 21:02
gp_4524655168,Harry I.,Ugh. found Souvlaki Bros on here and it's now our regular. Great selection round here,4,0,4.0.3,11/07/2026 01:25
gp_7309698763,Mateo S.,Better than the big apps for my area. Way more choice.,5,0,4.2.1,08/09/2026 21:26
gp_8729973568,layla_c5,Love it. Ordered in 30 seconds and the food came hot.,5,0,4.1.2,09/08/2026 20:41
gp_9850418433,layla1992,"Just so you know, delivery was early! Food was hot. Perfect 😩",5,15,4.0.4,21/06/2026 14:21
gp_6422157160,Harry V.,So good 😍,5,7,4.1.0,29/07/2026 01:33
gp_9700886517,yuki39,"Best food delivery app I've used. Fast, easy, and the tracking is great.",5,0,4.0.4,15/07/2026 02:51
gp_4122981163,Ivy M.,23 orders in and not a single problem. So easy,5,0,4.2.1,09/09/2026 12:14
gp_9303910547,leox824,ordered burgers from teh pie shop for movie night and it arrived in 23 minutes. big fan.,5,3,4.0.3,07/07/2026 05:15
gp_5951375416,leah_s61,test,5,0,4.2.0,31/08/2026 10:52
gp_9812156518,Tara C.,"Hi, Ordered tacos for the whole family at lunch. Driver was lovely.",4,0,4.1.2,21/07/2026 09:45
gp_8898671501,priya_e15,Is there a family account option?,3,0,4.0.3,02/07/2026 14:25
gp_7729098480,Nadia S.,Do you have a loyalty scheme? Love the app otherwise...,4,7,4.0.3,22/06/2026 13:38
gp_2410559481,fatima_s2,Can you add the option to split the delivery fee between people?,5,15,4.0.3,17/06/2026 23:43
gp_6234892196,Yasmin O.,The scheduled delivery feature is brilliant for office lunches.,5,0,4.1.0,18/08/2026 03:39
gp_7150219811,sofia_m68,"Just so you know, ordered greek from The Pie Shop for the match and it arrived in 19 minutes. Zero complaints.",5,7,4.0.4,17/07/2026 05:50
gp_1993886093,oliver1982,The refund for my missing items took 8 days... Won't be ordering again.,3,3,4.0.4,28/06/2026 13:14
gp_9775257305,leo2001,Great selection of local restaurants. Five stars,5,1,4.0.4,01/07/2026 01:58
gp_1596383441,theo1980,"Quick burgers for movie night, arrived early. Zero complaints.",5,1,4.1.0,20/07/2026 19:45
gp_1063882570,rosa_e32,Right. Please fix checkout. It's been broken for days,1,31,4.2.0,04/09/2026 13:06
gp_8266023817,mateo1994,Good enough,3,0,4.2.1,13/09/2026 00:40
gp_7370264712,Finn N.,ETA said 25 mins. Took 84. Disappointed.,2,7,4.1.2,27/08/2026 22:24
gp_1277741910,yasmin_w20,"Honestly, 30 orders in and not a single problem. The scheduled delivery thing is genius for the office",5,15,4.0.3,17/07/2026 04:09
gp_1748567190,kenji_v9,37 orders in and not a single problem. Zero complaints.,5,7,4.1.2,18/08/2026 14:00
gp_5189610037,keira1980,Fine for what it is.,3,7,4.0.4,16/06/2026 13:58
gp_5003784239,grace.w,"Hi, service fee plus delivery fee plus small order fee. It's getting silly. Come on 😤",3,3,4.2.1,10/09/2026 11:09
gp_6520587804,yasmin1999,"Hey team, delivery took over an hour and the sushi was cold !!",3,1,4.1.2,22/07/2026 16:13
gp_5061444577,dev_c3,Right. great app 👍,5,1,4.0.4,12/07/2026 16:59
gp_5895017448,priya2001,"Been using PapaEats for a year, never lets me down.",4,3,4.0.4,29/06/2026 12:12
gp_6493732223,will_z7,"Okay app, delivery fees are a bit high.",3,15,4.0.3,09/07/2026 06:47
gp_5345000066,luke_v93,my go-to app for Friday night takeaways 🍕 Please look into it.,4,15,4.2.1,10/09/2026 03:46
gp_2201861743,Ben H.,The favourites feature is handy... Great app.,5,15,4.1.0,24/08/2026 15:19
gp_4529088443,grace360,Found Green Bowl on here and it's now our regular. Big fan.,5,3,4.1.2,13/08/2026 08:29
gp_5214972199,Gary V.,Just give us an option to pick the old icon.,1,7,4.1.2,23/08/2026 09:00
gp_5929159818,Ravi A.,"been using papaeats for a year, never lets me down.",5,15,4.0.3,16/07/2026 08:56
gp_4528661143,sara_457,Service fee plus delivery fee plus small order fee. It's getting silly. Refund please.,3,2,4.0.4,15/07/2026 14:47
gp_8942377152,chloe_h99,"Usually brilliant. placing an order is impossible right now. Loading, loading, loading, then it times out.",5,9,4.2.0,11/09/2026 22:35
gp_1362800757,omar365,Check out my restaurant review channel!!! link in bio,5,15,4.1.0,31/07/2026 08:07
gp_2834696845,kai1983,Where do I find my receipts?,4,0,4.0.4,18/06/2026 07:54
gp_1221874004,grace_g37,Delivery was early! Food was hot. Perfect.,4,15,4.1.0,23/07/2026 12:57
gp_5546903677,yasminx761,Wrong order delivered. Got someone's pasta instead of my burgers Love the app otherwise.,5,3,4.2.0,08/09/2026 06:17
gp_7437780154,aisha_t31,Ordered sushi from Taco Loco after work and it arrived in 36 minutes. So easy.,5,1,4.0.4,26/06/2026 06:39
gp_8033814995,omar365,delivery was early! Food was hot. Perfect.,5,7,4.1.0,09/08/2026 12:43
gp_1777378811,camille.d,"Five stars, no notes.",5,3,4.0.3,11/07/2026 20:51
gp_3124667891,amelia1990,ETA said 25 mins. Took 84. Come on Cheers.,1,2,4.2.0,04/09/2026 06:15
gp_2249451787,ethan_842,Delivery took over an hour and the wings was lukewarm,3,1,4.1.2,07/08/2026 03:54
gp_6211807189,islax638,"Hey team, The reorder button is genius Sort it please.",5,7,4.0.3,10/07/2026 04:46
gp_4675580752,Emma B.,Nice,1,15,4.1.2,11/08/2026 01:00
gp_4818528274,arjunx308,"Quick vegan bowls at lunch, arrived early. Never lets me down.",5,2,4.1.2,20/08/2026 03:54
gp_5163613317,zara_z9,the favourites feature is handy. Great app.,5,2,4.0.3,06/07/2026 00:22
